statement_number,measure_type,point,measure_id,measure,numerator,denominator
1,structure,a,QS6-1-structure-a,Evidence of local arrangements to ensure that adults at high risk of type 2 diabetes are offered a referral to an intensive lifestyle-change programme.,NA,NA
1,process,a,QS6-1-process-a,Proportion of adults at high risk of type 2 diabetes who are referred to an intensive lifestyle-change programme.,The number in the denominator who are referred to an intensive lifestyle-change programme.,The number of adults at high risk of type 2 diabetes.
1,process,b,QS6-1-process-b,Proportion of adults at high risk of type 2 diabetes who attend an intensive lifestyle-change programme after a referral.,The number in the denominator who attend an intensive lifestyle-change programme.,The number of adults at high risk of type 2 diabetes who are referred to an intensive lifestyle-change programme.
1,outcome,a,QS6-1-outcome-a,Weight loss of participants in intensive lifestyle-change programmes.,NA,NA
1,outcome,b,QS6-1-outcome-b,Incidence of type 2 diabetes in adults.,NA,NA
2,structure,a,QS6-2-structure-a,Evidence of local arrangements to ensure that adults with type 2 diabetes are referred to a structured education programme at diagnosis.,NA,NA
2,process,a,QS6-2-process-a,Proportion of adults with type 2 diabetes who are referred to a structured education programme at diagnosis.,The number in the denominator who are referred to a structured education programme at diagnosis.,The number of adults newly diagnosed with type 2 diabetes.
2,process,b,QS6-2-process-b,Proportion of adults with type 2 diabetes who attend a structured education programme after a referral.,The number in the denominator who attend a structured education programme.,The number of adults with type 2 diabetes who are referred to a structured education programme at diagnosis.
2,process,c,QS6-2-process-c,Proportion of adults with type 2 diabetes who complete a structured education programme.,The number in the denominator who complete a structured education programme.,The number of adults with type 2 diabetes who attend a structured education programme.
2,outcome,a,QS6-2-outcome-a,Patient satisfaction with ability to self-manage their type 2 diabetes after attending a structured education programme.,NA,NA
3,structure,a,QS6-3-structure-a,Evidence of local arrangements to ensure that adults with type 1 diabetes are referred for a structured education programme 6 to 12 months after diagnosis.,NA,NA
3,process,a,QS6-3-process-a,Proportion of adults with type 1 diabetes who are referred to a structured education programme 6 to 12 months after diagnosis.,The number in the denominator who are referred to a structured education programme 6 to 12 months after diagnosis.,The number of adults diagnosed with type 1 diabetes in the last 12 months.
3,process,b,QS6-3-process-b,Proportion of adults with type 1 diabetes who attend a structured education programme after a referral.,The number in the denominator who attend a structured education programme.,The number of adults with type 1 diabetes who are referred for a structured education programme.
3,process,c,QS6-3-process-c,Proportion of adults with type 1 diabetes who complete a structured education programme.,The number in the denominator who complete a structured education programme.,The number of adults with type 1 diabetes who attend a structured education programme.
3,outcome,a,QS6-3-outcome-a,Patient satisfaction with ability to self-manage their type 1 diabetes after attending a structured education programme.,NA,NA
4,structure,a,QS6-4-structure-a,Evidence of local arrangements to ensure that adults with type 2 diabetes are offered dual therapy if their HbA1c level is 58 mmol/mol (7.5%) or above after 6 months with single-drug treatment.,NA,NA
4,process,a,QS6-4-process-a,Proportion of adults with type 2 diabetes who are started on dual therapy when their HbA1c level is 58 mmol/mol (7.5%) or above after 6 months with single-drug treatment.,The number in the denominator who are started on dual therapy.,The number of adults with type 2 diabetes whose HbA1c level is 58 mmol/mol (7.5%) or above after 6 months with single-drug treatment.
4,outcome,a,QS6-4-outcome-a,Adults with type 2 diabetes feel supported to aim for an HbA1c level of 53 mmol/mol (7.0%) or less.,NA,NA
4,outcome,b,QS6-4-outcome-b,Incidence of diabetes-related complications.,NA,NA
5,structure,a,QS6-5-structure-a,Evidence of local arrangements to ensure that adults at moderate or high risk of developing a diabetic foot problem are referred to the foot protection service.,NA,NA
5,process,a,QS6-5-process-a,Proportion of adults at moderate or high risk of developing a diabetic foot problem who are referred to the foot protection service.,The number in the denominator who are referred to the foot protection service.,The number of adults at moderate or high risk of developing a diabetic foot problem.
5,outcome,a,QS6-5-outcome-a,Incidence of foot and lower limb amputations in people with diabetes.,NA,NA
6,structure,a,QS6-6-structure-a,Evidence of local arrangements to ensure that adults with a limb-threatening or life-threatening diabetic foot problem are referred immediately for specialist assessment and treatment.,NA,NA
6,process,a,QS6-6-process-a,Proportion of presentations of limb-threatening or life-threatening diabetic foot problems that are referred immediately for specialist assessment and treatment.,The number in the denominator that are referred immediately for specialist assessment and treatment.,The number of presentations of limb-threatening or life-threatening diabetic foot problems.
6,process,b,QS6-6-process-b,Proportion of presentations of limb-threatening or life-threatening diabetic foot problems in which the multidisciplinary foot care service is informed.,The number in the denominator in which the multidisciplinary foot care service is informed.,The number of presentations of limb-threatening or life-threatening diabetic foot problems.
6,outcome,a,QS6-6-outcome-a,Incidence of foot and lower limb amputations in people with diabetes.,NA,NA
7,structure,a,QS6-7-structure-a,Evidence of local arrangements to ensure that adults with type 1 diabetes in hospital receive advice from a multidisciplinary team with expertise in diabetes.,NA,NA
7,process,a,QS6-7-process-a,Proportion of hospital admissions for adults with type 1 diabetes in which they receive advice from a multidisciplinary team with expertise in diabetes.,The number in the denominator in which the person receives advice from a multidisciplinary team with expertise in diabetes.,The number of hospital admissions for adults with type 1 diabetes.
7,outcome,a,QS6-7-outcome-a,Length of hospital stay.,NA,NA
7,outcome,b,QS6-7-outcome-b,Patient satisfaction that staff met their diabetes needs while in hospital.,NA,NA
