statement_number,measure_type,point,measure_id,measure,numerator,denominator
1,structure,a,QS191-1-structure-a,Evidence of local pathways to allow adults with cerebral palsy to be referred to a specialist multidisciplinary team.,NA,NA
1,structure,b,QS191-1-structure-b,"Evidence of local networks of care providing access to specialists in adult rehabilitation medicine, neurodisability, physiotherapy, occupational therapy, and speech and language therapy.",NA,NA
1,structure,c,QS191-1-structure-c,Evidence of local services with specialist multidisciplinary teams.,NA,NA
1,process,a,QS191-1-process-a,Proportion of adults with cerebral palsy whose ability to carry out their usual daily activities deteriorates who are referred to a specialist multidisciplinary team.,The number in the denominator who are referred to a specialist multidisciplinary team.,The number of adults with cerebral palsy whose ability to carry out their usual daily activities deteriorates.
1,process,b,QS191-1-process-b,Proportion of adults with cerebral palsy scheduled for neurosurgical or orthopaedic procedures who are referred to a specialist multidisciplinary team.,The number in the denominator who are referred to a specialist multidisciplinary team.,The number of adults with cerebral palsy scheduled for neurological or orthopaedic procedures.
1,outcome,a,QS191-1-outcome-a,Rate of unplanned hospital admissions of adults with cerebral palsy.,NA,NA
2,structure,a,QS191-2-structure-a,Evidence of local systems and pathways to identify adults with cerebral palsy who have complex needs and invite them to have annual reviews.,NA,NA
2,process,a,QS191-2-process-a,Proportion of adults with cerebral palsy and complex needs who have had an annual review within the last 12 months carried out by a healthcare professional with expertise in neurodisabilities.,The number in the denominator who have had an annual review within the last 12 months carried out by a healthcare professional with expertise in neurodisabilities.,The number of adults with cerebral palsy and complex needs.
2,process,b,QS191-2-process-b,Proportion of adults with cerebral palsy and complex needs who are given details of a main contact for support at their annual review.,The number in the denominator given details of a main contact for support at their annual review.,The number of adults with cerebral palsy and complex needs who had an annual review.
2,outcome,a,QS191-2-outcome-a,Rate of unplanned hospital admissions of adults with cerebral palsy.,NA,NA
2,outcome,b,QS191-2-outcome-b,Related quality of life of adults with cerebral palsy and complex needs.,NA,NA
3,structure,a,QS191-3-structure-a,Evidence of local pathways that allow adults with cerebral palsy to be referred to a professional with expertise in independent living.,NA,NA
3,structure,b,QS191-3-structure-b,Evidence of local networks of care providing occupational therapy services to adults with cerebral palsy.,NA,NA
3,process,a,QS191-3-process-a,Proportion of adults with cerebral palsy who want support to live independently referred to a professional with expertise in independent living.,The number in the denominator referred to a professional with expertise in independent living.,The number of adults with cerebral palsy who want support to live independently.
3,outcome,a,QS191-3-outcome-a,Proportion of adults with cerebral palsy who feel that they live independently.,The number in the denominator who feel that they live independently.,The number of adults with cerebral palsy.
4,structure,a,QS191-4-structure-a,Evidence of local networks of care providing occupational therapy and vocational rehabilitation services to adults with cerebral palsy.,NA,NA
4,process,a,QS191-4-process-a,Proportion of adults with cerebral palsy who want support to start work referred to a professional with expertise in vocational skills and independent living.,The number in the denominator referred to a professional with expertise in vocational skills and independent living.,The number of adults with cerebral palsy who want support to start work.
4,process,b,QS191-4-process-b,Proportion of adults with cerebral palsy who want support to continue working referred to a professional with expertise in vocational skills and independent living.,The number in the denominator referred to a professional with expertise in vocational skills and independent living.,The number of adults with cerebral palsy who want support to continue working.
4,outcome,a,QS191-4-outcome-a,Employment rate of adults with cerebral palsy.,NA,NA
5,structure,a,QS191-5-structure-a,Evidence of processes to identify adults with cerebral palsy who have communication difficulties.,NA,NA
5,structure,b,QS191-5-structure-b,Evidence of local referral pathways to speech and language therapy services for adults with cerebral palsy who have communication difficulties.,NA,NA
5,process,a,QS191-5-process-a,Proportion of adults with cerebral palsy who have communication difficulties referred to speech and language therapy services to have their need for intervention assessed.,The number in the denominator referred to a speech and language therapy service to have their need for intervention assessed.,The number of adults with cerebral palsy who have communication difficulties.
5,process,b,QS191-5-process-b,Proportion of adults with cerebral palsy who have communication difficulties referred to speech and language therapy services who have their need for intervention assessed.,The number in the denominator who have their need for intervention assessed.,The number of adults with cerebral palsy who have communication difficulties referred to speech and language therapy services.
5,outcome,a,QS191-5-outcome-a,,NA,NA
