statement_number,measure_type,point,measure_id,measure,numerator,denominator
1,structure,a,QS84-1-structure-a,Evidence of local arrangements to ensure that adults who are having their NHS Health Check are given brief advice about how to be more physically active.,NA,NA
1,process,a,QS84-1-process-a,Proportion of adults having their NHS Health Check whose records state that they have been given brief advice about how to be more physically active.,The number in the denominator whose records state that they have been given brief advice about how to be more physically active as part of their NHS Health Check.,The number of adults having their NHS Health Check.
1,process,b,QS84-1-process-b,Proportion of adults having their NHS Health Check who are identified as needing to do more physical activity after receiving brief advice and whose records state that they have been signposted to physical activity services.,The number in the denominator whose records state that they have been signposted to physical activity services as part of their NHS Health Check.,The number of adults having their NHS Health Check who are identified as needing to do more physical activity after receiving brief advice.
1,process,c,QS84-1-process-c,Proportion of adults who have had an NHS Health Check and been signposted to physical activity services whose outcome is recorded.,The number in the denominator whose outcome is recorded.,The number of adults who have had their NHS Health Check and been signposted to physical activity services.
1,outcome,a,QS84-1-outcome-a,Proportion of adults meeting the recommendations in the UK Chief Medical Officers' physical activity guidelines.,NA,NA
2,structure,a,QS84-2-structure-a,Evidence of local arrangements to ensure that parents or carers of children are given advice about physical activity as part of their child's Healthy Child Programme 2‑year review.,NA,NA
2,process,a,QS84-2-process-a,Proportion of Healthy Child Programme 2‑year reviews in which parents or carers of children are given advice about physical activity.,The number in the denominator in which parents or carers of children are given advice about physical activity.,The number of Healthy Child Programme 2‑year reviews.
2,process,b,QS84-2-process-b,Proportion of Healthy Child Programme 2‑year reviews in which parents or carers of children are offered written information about local opportunities to be physically active.,The number in the denominator in which parents or carers of children are offered written information about local opportunities to be physically active.,The number of Healthy Child Programme 2‑year reviews.
2,outcome,a,QS84-2-outcome-a,Proportion of children achieving the recommendations in the UK Chief Medical Officers' physical activity guidelines.,NA,NA
3,structure,a,QS84-3-structure-a,Evidence of local arrangements to ensure that parents or carers of children are given advice about physical activity as part of the NCMP.,NA,NA
3,process,a,QS84-3-process-a,Proportion of children aged 4 to 5 years who are measured as part of the NCMP whose parents or carers are given advice about physical activity.,The number in the denominator whose parents or carers are given advice about physical activity.,The number of children aged 4 to 5 years who are measured as part of the NCMP.
3,process,b,QS84-3-process-b,Proportion of children aged 10 to 11 years who are measured as part of the NCMP whose parents or carers are given advice about physical activity.,The number in the denominator whose parents or carers are given advice about physical activity.,The number of children aged 10 to 11 years who are measured as part of the NCMP.
3,outcome,a,QS84-3-outcome-a,Proportion of children achieving the recommendations in the UK Chief Medical Officers' physical activity guidelines.,NA,NA
4,structure,a,QS84-4-structure-a,"Evidence that NHS organisations have in place an organisation‑wide, multi‑component programme to encourage and support employees to be more physically active.",NA,NA
4,structure,b,QS84-4-structure-b,"Evidence that NHS organisations monitor their organisation‑wide, multi‑component physical activity programme.",NA,NA
4,structure,c,QS84-4-structure-c,Evidence that NHS organisations encourage active travel through schemes that have been developed or promoted by an active travel champion.,NA,NA
4,process,a,QS84-4-process-a,Proportion of NHS organisations with a multi‑component physical activity programme that disseminate information (including written information) on at least an annual basis to their employees on how to be more physically active and on the health benefits of such activity.,The number in the denominator that disseminate information (including written information) on at least an annual basis on how to be more physically active and on the health benefits of such activity to their employees.,The number of NHS organisations with a multi‑component physical activity programme.
4,process,b,QS84-4-process-b,"Proportion of organisation-wide, multi-component physical activity programmes in NHS organisations that include incentive schemes.",The number in the denominator that include incentive schemes.,"The number of organisation-wide, multi‑component physical activity programmes in NHS organisations."
4,process,c,QS84-4-process-c,Proportion of employees in NHS organisations who take part in incentive schemes that are part of a multi‑component physical activity programme.,The number in the denominator who take part in incentive schemes that are part of a multi‑component physical activity programme.,The number of people employed by an NHS organisation that has incentive schemes included within a multi‑component physical activity programme.
4,process,d,QS84-4-process-d,Proportion of NHS employees recorded as having taken part in active travel schemes that are led or promoted by their organisation within the last 12 months.,The number in the denominator recorded as having taken part in active travel schemes that are led or promoted by their organisation within the last 12 months.,The number of people employed by an NHS organisation with active travel schemes.
4,outcome,a,QS84-4-outcome-a,Proportion of employees in NHS organisations who feel supported to be more physically active.,NA,NA
4,outcome,b,QS84-4-outcome-b,Proportion of NHS employees who use physically active modes of travel for commuting and while at work.,NA,NA
