statement_number,measure_type,point,measure_id,measure,numerator,denominator
1,structure,a,QS195-1-structure-a,Evidence of the availability of CT scanning equipment to perform low-dose non-contrast CT scans for adults with suspected renal colic.,NA,NA
1,structure,b,QS195-1-structure-b,Evidence of the availability of staff to perform low-dose non-contrast CT scans for adults within 24 hours of presentation with suspected renal colic.,NA,NA
1,process,a,QS195-1-process-a,Proportion of low-dose non-contrast CT scans performed within 24 hours of presentation for adults who presented in primary care with suspected renal colic.,The number in the denominator performed within 24 hours of presentation.,The number of low-dose non-contrast CT scans for adults who presented in primary care with suspected renal colic.
1,process,b,QS195-1-process-b,Proportion of low-dose non-contrast CT scans performed within 24 hours of presentation for adults who presented in an emergency department with suspected renal colic.,The number in the denominator performed within 24 hours of presentation.,The number of low-dose non-contrast CT scans for adults who presented in an emergency department with suspected renal colic.
1,process,c,QS195-1-process-c,Average time from people presenting with suspected renal colic to having a low-dose non-contrast CT scan.,NA,NA
1,outcome,a,QS195-1-outcome-a,Level of renal function for people with renal and ureteric stones.,NA,NA
2,structure,a,QS195-2-structure-a,"Evidence of written clinical protocols to ensure that people with suspected renal colic are offered an NSAID as first-line treatment, unless it is contraindicated.",NA,NA
2,process,a,QS195-2-process-a,"Proportion of adults, children and young people newly presenting with suspected renal colic, and no contraindications for an NSAID, who receive an NSAID as first-line treatment.",The number in the denominator who receive an NSAID as first-line treatment.,"The number of adults, children and young people newly presenting with suspected renal colic and no contraindications for an NSAID."
2,outcome,a,QS195-2-outcome-a,Reported pain score of people with suspected renal colic after receiving pain management.,NA,NA
3,structure,a,QS195-3-structure-a,Evidence of local referral pathways to ensure that adults with ureteric stones and renal colic have surgical treatment within 48 hours of diagnosis or readmission.,NA,NA
3,structure,b,QS195-3-structure-b,"Evidence of the availability of lithotripters, emergency operating theatres and staff needed to perform surgical treatment for adults with ureteric stones and renal colic within 48 hours of diagnosis or readmission.",NA,NA
3,process,a,QS195-3-process-a,"Proportion of adults with a new diagnosis of ureteric stones and renal colic, with ongoing pain that is not tolerated, or a stone that is unlikely to pass, who have surgical treatment within 48 hours of diagnosis.",The number in the denominator who have surgical treatment within 48 hours of diagnosis.,"The number of adults with a new diagnosis of ureteric stones and renal colic, with ongoing pain that is not tolerated, or a stone that is unlikely to pass."
3,process,b,QS195-3-process-b,"Proportion of adults readmitted with ureteric stones and renal colic, with ongoing pain that is not tolerated, or a stone that is unlikely to pass, who have surgical treatment within 48 hours of readmission.",The number in the denominator who have surgical treatment within 48 hours of readmission.,"The number of adults readmitted with ureteric stones and renal colic, with ongoing pain that is not tolerated, or a stone that is unlikely to pass."
3,outcome,a,QS195-3-outcome-a,Proportion of adults who have had ureteric stones who had a primary stenting procedure.,The number in the denominator who had a primary stenting procedure.,The number of adults who have had ureteric stones.
3,outcome,b,QS195-3-outcome-b,Health-related quality of life in adults with ureteric stones.,NA,NA
4,structure,a,QS195-4-structure-a,Evidence of written clinical protocols to ensure that adults with renal or ureteric stones have their serum calcium measured.,NA,NA
4,process,a,QS195-4-process-a,Proportion of adults with a new diagnosis of renal or ureteric stones who have their serum calcium measured.,The number in the denominator who have their serum calcium measured.,The number of adults with a new diagnosis of renal or ureteric stones.
4,outcome,a,QS195-4-outcome-a,Diagnosis rates of hypercalcaemic conditions.,NA,NA
5,structure,a,QS195-5-structure-a,Evidence of local arrangements to provide training to healthcare professionals on the advice they should give to people with renal or ureteric stones about diet and fluid intake to reduce the risk of stone recurrence.,NA,NA
5,structure,b,QS195-5-structure-b,Evidence that information is available for people with renal and ureteric stones that contains advice on diet and fluid intake.,NA,NA
5,process,a,QS195-5-process-a,"Proportion of adults, children and young people with a new diagnosis of renal or ureteric stones who receive advice on diet and fluid intake.",The number in the denominator who receive advice on diet and fluid intake.,"The number of adults, children and young people with a new diagnosis of renal or ureteric stones."
5,outcome,a,QS195-5-outcome-a,"Proportion of adults, children and young people who have had renal or ureteric stones who had further admissions or surgical treatment for a renal or ureteric stone.",The number in the denominator who had a further admission or surgical treatment for a renal or ureteric stone.,"The number of adults, children and young people who have had renal or ureteric stones."
