statement_number,measure_type,point,measure_id,measure,numerator,denominator
1,structure,a,QS132-1-structure-a,Evidence of a locally coordinated approach to ensure that older people with multiple long-term conditions having a care and support needs assessment have their physical and mental health needs included.,NA,NA
1,process,a,QS132-1-process-a,Proportion of care and support needs assessments for older people with multiple long-term conditions that include physical and mental health needs.,The number in the denominator that include physical and mental health needs.,The number of care and support needs assessments for older people with multiple long-term conditions.
1,outcome,a,QS132-1-outcome-a,Satisfaction among older people with multiple long-term conditions and social care needs that all their health and care needs are identified and understood.,NA,NA
2,structure,a,QS132-2-structure-a,"Evidence that accessible information is available locally about services that could help older people with multiple long-term conditions and social care needs, any cost of these services and how they can be paid for.",NA,NA
2,structure,b,QS132-2-structure-b,"Evidence of local processes to ensure that care and support needs assessments for older people with multiple long-term conditions include discussions about the services that could help, any cost of these services and how they can be paid for.",NA,NA
2,process,a,QS132-2-process-a,"Proportion of care and support needs assessments for older people with multiple long-term conditions that include discussing services that could help, any cost of these services and how they can be paid for.","The number in the denominator that include discussing services that could help, any cost of these services and how they can be paid for.",The number of care and support needs assessments for older people with multiple long-term conditions.
2,outcome,a,QS132-2-outcome-a,Satisfaction among older people with multiple long-term conditions and social care needs with information provided about support and services.,NA,NA
3,structure,a,QS132-3-structure-a,Evidence of local arrangements to ensure that older people with multiple long-term conditions and eligible social care needs have a named care coordinator.,NA,NA
3,structure,b,QS132-3-structure-b,Evidence of a locally agreed specification of the role and functions of the care coordinator.,NA,NA
3,process,a,QS132-3-process-a,Proportion of older people with multiple long-term conditions and eligible social care needs who have a named care coordinator.,The number in the denominator who have a named care coordinator.,The number of older people with multiple long-term conditions and eligible social care needs.
3,outcome,a,QS132-3-outcome-a,Satisfaction among older people with multiple long term conditions and eligible social care needs with support to help them manage their long-term health conditions.,NA,NA
4,structure,a,QS132-4-structure-a,Evidence of local processes to ensure that older people with multiple long-term conditions and eligible social care needs are involved in developing and agreeing their health and social care plan.,NA,NA
4,structure,b,QS132-4-structure-b,Evidence of local processes to ensure that health and social care plans for older people with multiple long-term conditions and eligible social care needs include how personal priorities and outcomes will be met.,NA,NA
4,process,a,QS132-4-process-a,Proportion of older people with multiple long-term conditions and eligible social care needs with a health and social care plan that includes how their personal priorities and outcomes will be met.,The number in the denominator with a health and social care plan that includes how their personal priorities and outcomes will be met.,The number of older people with multiple long-term conditions and eligible social care needs.
4,process,b,QS132-4-process-b,Proportion of older people with multiple long-term conditions and eligible social care needs who sign their health and social care plan.,The number in the denominator who sign their health and social care plan.,The number of older people with multiple long-term conditions and eligible social care needs.
4,outcome,a,QS132-4-outcome-a,Satisfaction among older people with multiple long-term conditions and eligible social care needs that their health and social care plan reflects their personal priorities and outcomes.,NA,NA
4,outcome,b,QS132-4-outcome-b,Health-related quality of life for older people with multiple long-term conditions and eligible social care needs.,NA,NA
4,outcome,c,QS132-4-outcome-c,Social care-related quality of life for older people with multiple long-term conditions and eligible social care needs.,NA,NA
5,structure,a,QS132-5-structure-a,Evidence of local arrangements to ensure that health and social care plans for older people with multiple long-term conditions and eligible social care needs are reviewed at least once a year.,NA,NA
5,process,a,QS132-5-process-a,Proportion of older people with multiple long-term conditions and eligible social care needs who had a review of their health and social care plan within the past 12 months.,The number in the denominator who had a review of their health and social care plan within the past 12 months.,The number of older people with multiple long-term conditions and eligible social care needs with a health and social care plan for more than 12 months.
5,outcome,a,QS132-5-outcome-a,Confidence among older people with multiple long-term conditions and eligible social care needs that they can self-manage their conditions.,NA,NA
5,outcome,b,QS132-5-outcome-b,Health-related quality of life for older people with multiple long-term conditions and eligible social care needs.,NA,NA
5,outcome,c,QS132-5-outcome-c,Social care-related quality of life for older people with multiple long-term conditions and eligible social care needs.,NA,NA
